# Lux chain differential corpus.
# Generated by conformance/gen from the Go P-chain and X-chain.
# V	<id>	<chain>	<op>	<wire-hex>
V	Z_TX_NO_PROOF	Z	block	5a41500002000000180000001a02000092010000000000009c227870184f9269e1c720c2df8256dea664debf56f8eec76acab03c4bea755d0100000000000000e803000000000000c8ffffff010000001800000092010000a20100002000000000000000000000005a4150000200000020000000920100002000000000000000f00000000000000000010100000000000000e8030000000000000000000000000000000000000000000000000000000000000000000000000000beffffff010000002800000020000000b6ffffff0100000038000000f00000000000000000000000000000000000000016161616161616161616161616161616161616161616161616161616161616165a4150000200000010000000f000000020000000200000003800000040000000700000002000000088000000400000005050505050505050505050505050505050505050505050505050505050505050515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515252525252525252525252525252525252525252525252525252525252525252535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353539437a1fb792351ecb02c885cb035690667a2df7bb8e32bcf348b26e3aee3ebe5
V	Z_TX_NO_EXPIRY	Z	block	5a415000020000001800000057030000cf020000000000009c227870184f9269e1c720c2df8256dea664debf56f8eec76acab03c4bea755d0100000000000000e803000000000000c8ffffff0100000018000000cf020000df0200002000000000000000000000005a4150000200000020000000cf0200002000000000000000f0000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000beffffff010000002800000020000000b6ffffff0100000038000000f0000000200100003d010000000000000000000017171717171717171717171717171717171717171717171717171717171717175a4150000200000010000000f000000020000000200000003800000040000000700000002000000088000000400000005050505050505050505050505050505050505050505050505050505050505050515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515252525252525252525252525252525252525252525252525252525252525252535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535a41500002000000180000003d010000200000002000000020000000050000001d000000c0000000e8ffffff02000000cd00000040000000737461726b606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060616161616161616161616161616161616161616161616161616161616161616162626262626262626262626262626262626262626262626262626262626262627d216487357c1a7bafea45abddac9f613998c846d1d85683b493d870b51965ce
V	Z_TX_UNKNOWN_TYPE	Z	block	5a415000020000001800000057030000cf020000000000009c227870184f9269e1c720c2df8256dea664debf56f8eec76acab03c4bea755d0100000000000000e803000000000000c8ffffff0100000018000000cf020000df0200002000000000000000000000005a4150000200000020000000cf0200002000000000000000f0000000000000000b010100000000000000e8030000000000000000000000000000000000000000000000000000000000000000000000000000beffffff010000002800000020000000b6ffffff0100000038000000f0000000200100003d010000000000000000000018181818181818181818181818181818181818181818181818181818181818185a4150000200000010000000f000000020000000200000003800000040000000700000002000000088000000400000005050505050505050505050505050505050505050505050505050505050505050515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515252525252525252525252525252525252525252525252525252525252525252535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535a41500002000000180000003d010000200000002000000020000000050000001d000000c0000000e8ffffff02000000cd00000040000000737461726b60606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606061616161616161616161616161616161616161616161616161616161616161616262626262626262626262626262626262626262626262626262626262626262bf6f8ba4468c559961bfbb2e57ebb1954f39e3029fc55eb6dd2128abe6fadae4
V	Z_TX_EXPIRED	Z	block	5a415000020000001800000057030000cf020000000000009c227870184f9269e1c720c2df8256dea664debf56f8eec76acab03c4bea755d0200000000000000e803000000000000c8ffffff0100000018000000cf020000df0200002000000000000000000000005a4150000200000020000000cf0200002000000000000000f0000000000000000001010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000beffffff010000002800000020000000b6ffffff0100000038000000f0000000200100003d010000000000000000000019191919191919191919191919191919191919191919191919191919191919195a4150000200000010000000f000000020000000200000003800000040000000700000002000000088000000400000005050505050505050505050505050505050505050505050505050505050505050515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515252525252525252525252525252525252525252525252525252525252525252535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535a41500002000000180000003d010000200000002000000020000000050000001d000000c0000000e8ffffff02000000cd00000040000000737461726b60606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606061616161616161616161616161616161616161616161616161616161616161616262626262626262626262626262626262626262626262626262626262626262af440ef3fa9e661cbdbfd862a403c83b419b252e540658813006286abeebfe0c
V	Z_TX_CLASSICAL_PROOF	Z	block	5a415000020000001800000059030000d1020000000000009c227870184f9269e1c720c2df8256dea664debf56f8eec76acab03c4bea755d0100000000000000e803000000000000c8ffffff0100000018000000d1020000e10200002000000000000000000000005a4150000200000020000000d10200002000000000000000f00000000000000000010100000000000000e8030000000000000000000000000000000000000000000000000000000000000000000000000000beffffff010000002800000020000000b6ffffff0100000038000000f0000000200100003f01000000000000000000001a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a5a4150000200000010000000f000000020000000200000003800000040000000700000002000000088000000400000005050505050505050505050505050505050505050505050505050505050505050515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515252525252525252525252525252525252525252525252525252525252525252535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535a41500002000000180000003f010000200000002000000020000000070000001f000000c0000000e8ffffff02000000cf0000004000000067726f746831366363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636363636464646464646464646464646464646464646464646464646464646464646464656565656565656565656565656565656565656565656565656565656565656502dcbcd064e839e77e478ff49240f2fcd6657b4b7ca36076a751f4cf95a5c264
V	Z_BLOCK_TRAILING_BYTES	Z	block	5a415000020000001800000057030000cf020000000000009c227870184f9269e1c720c2df8256dea664debf56f8eec76acab03c4bea755d0100000000000000e803000000000000c8ffffff0100000018000000cf020000df0200002000000000000000000000005a4150000200000020000000cf0200002000000000000000f00000000000000000010100000000000000e8030000000000000000000000000000000000000000000000000000000000000000000000000000beffffff010000002800000020000000b6ffffff0100000038000000f0000000200100003d010000000000000000000010101010101010101010101010101010101010101010101010101010101010105a4150000200000010000000f000000020000000200000003800000040000000700000002000000088000000400000005050505050505050505050505050505050505050505050505050505050505050515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515252525252525252525252525252525252525252525252525252525252525252535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535353535a41500002000000180000003d010000200000002000000020000000050000001d000000c0000000e8ffffff02000000cd00000040000000737461726b60606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606060606061616161616161616161616161616161616161616161616161616161616161616262626262626262626262626262626262626262626262626262626262626262e0bc4b96f4422224378accc68520b2ddfcedff2776d6294905f2052e117dacbbffff
V	Z_BLOCK_TRUNCATED	Z	block	5a415000020000001800000057030000cf020000000000009c227870184f9269e1c720c2df8256dea664debf56f8eec76acab03c4bea755d0100000000000000e803000000000000c8ffffff0100000018000000cf020000df0200002000000000000000000000005a4150000200000020000000cf0200002000000000000000f00000000000000000010100000000000000e8030000000000000000000000000000000000000000000000000000000000000000000000000000beffffff010000002800000020000000b6ffffff0100000038000000f0000000200100003d010000000000000000000010101010101010101010101010101010101010101010101010101010101010105a4150000200000010000000f000000020000000200000003800000040000000700000002000000088000000400000005050505050505050505050505050505050505050505050505050505050505050515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515151515252525252525252525252525252525252
V	Z_BLOCK_EMPTY_WIRE	Z	block	-
V	Z_BLOCK_ONE_BYTE	Z	block	5a
V	F_REGISTER	F	tx	5a4150000200000010000000f800000001e933697f7a3d671b8c294452465230d4d433d337924349cac6ed968b52c89997704438278bcc8247fd39937929cb6d145dc8294d404b4c000000000001000000000000001000000008000000100000008b000000636b6b732d6e31347b22646967657374223a5b33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33332c33335d2c2274797065223a312c226c6576656c223a332c2273697a65223a343039367d5a4150000200000010000000ad14000010000000a0070000a8070000ed0c0000b0ead780af27b7f974532cd85bf3f86010b571826c9faba88183ae27b9746309269d3593c7001a3755b41d3eb42b7aeb172cb37bfd219c87f23fd7ebadeeda7a60239ac9064c28cb80f3cd95081a9a029e8e88b36231930178225414892ff965405f75498fb2cc1b1eeb21d52d50602da1ed2eec3c060ff09f32b80d06742ee4f4980b419514c66805f372e021e71fdfffe754a6d59d11d32e4958a9b09d940b3f72299bc69489e03dd73cb8f60f32e4f712ae460fea82fe928a0aabd251817b5b7436256ab486cc6ad289e0edb917bf1e051f30a3915c8787140fa56f26f225be763c57cc3f41a4a9fbb69957730d08e55918e6516b0bc0407bd8e2f6e8c7a5aa9c41b17ea0118cefff7f73ae6101259a3bcbf03fdef3d05cbbddc2cc71583f7542cb569a61e311428a73b3161faafbcf195f44e5c67de481752b041848c99b70fc412617405254d1a4cf173f3df738b76582835059373e3ec5eb736b107345ba8fdb0fc6808726baf98f9bcef52cf4673feff24f153bc051466f8f424209513d141359a9ae65317464d2a41bf73d9da81b90b60b1181aba2a28b0b665960aa251d24c2235897aff41020b0f1e7e8290d8ce6077aade21e5e37650ef6cf270a044ff84f38292cfb2466b184ac8f6b873384ab303addba80c3f42e8d84edb016f9486648adbdb00fb27916186975ccffa40a71123d7984e97a70c8d3436368869c809bc96f59c6c036809b4051d163e97826e94fe349d5c2f6cf554459dad0ce404d4052887896897b19562190661e516f4f283c39ba9030f578585d3ffdcc9a28e57625b682c7835151940bf7136614779db34214eb1793b8544c8112b86e7cc7b883909d40d6262936c62d002bb642d116392795e50b8a1603e0110d8d046e8a05af1eb90cb6d308a2d3fd6b9e227f0ae2f4bdee31d27d2f0c6069acfa21aa4fa56c1dd604a1069103f6cc806df72b0c3132fcd4a213b372e43c436b8fb1432b0d64827acabfeeee05cce12a26e154d6cbc3d7ef96d6e56625a10afb650a319394b9f63a0b465bce594bd3aac97873873ba1a78f277c000a6a0811929dd397e079a00ad0ad4514d1d9cab87a90906dcb11f5be434360959bb3cdc669e1144e21652e465c77a3045a7421b26873fbd48991db4d4b66fb05bc2f30fdd7308740c26a1f252563ab7db34e1022a869c15dc0f1b51709cfd34e4c1d8932658ca0ace0ec2622477661a015eb9444b6f466b1f362c9112710e66d0681cbafcff7f1778e0e416906a75d51883f62d4c0db1990e487b3ca6be526a59ad4a996a0ae275cf9543d2999daa6cebc3153f5967642ef8cd502a224efea507ac6f589b8b04b42263c54b3c721ebf1b112c8b91f92865c8f1ef696364b43538d63893f540291832816dd6827d737d82ddd85b6637f5111625594c531fdd316cc41f9541b34c51164d210d3d98a2e9930244cebab12ac352e4dec35391fc7e9df53dca4d5a173b5b5bebc7f2c91ceab605d60a8981b95800351279d419e64b8db1b2a730ac61e9bd60da1152115ab2ebed91a19d5f965cd21677d8a9fb8d96607575a72fb54c7c1da9b49c6ac82e2f9660a34c15454779f3d713046931e9dc0d42caa03ef2b44615ac54860ec15e068f30f70a150f09e902661c53dc2b89bcf4acbf946529f4427b43025661cea10ba0f1d9c0b55fe6cbd9a28118c2c435622ff55070e194e1c7d7e2288908540252703006d213cd5183b2268a3ad544cd8a4eb8e1a5ddeaee4d8f2826ee5d26d13c86256231c9a3965c88ea2494ef2518efb873907bc120ea5a5a6c3237e8efc6d1937833b3ed90effd5147fc695cf47fb9449344bf725c1eb2489d1c3b080a62c12301de08fde1746f47efb8caae3e4aadcab98c82b599d23f54d49143a3bbb3736f1bf803a3ccf046ee95a48c6d1f08da8b415bd1f24842a10affe8c50203f2d4fa8e228fb289aa01bcb1dc7caf862284e622002ca0d3066bd2acf9fafc125ed22b90d39f7f34ca777392cad1358790b8a6177381ba3842d2ca010144e58a31a40878e6836c0c446b71e1e45359889525dce511dd41762c38de9d0cb3a05debf6dc9cc3561f82a7e12fdff1d4bd008280975d64a2f7759b959f11090f02d1f26b2fd8f9d1cd19b00a807787cff3d10539c6b37f1e7b2f97a61e49e234773b3ce0c949b704e15bb3dd11a43a5066731a9837319b31b9d3a4f03f8108c3c93b3e0c275feafc51172a611aecf905cb9f8e10d964d05ce8d9b101011b261c49c40b5623f22f8a7945bb808eb3cfceba702f934aa9e6d48291a8b86ad0f9d9736002d04d4b6c96f3b1db9a39d0d82d9d8f95699d437443f3225ec65913f2fc2c9585b2f69dac102f41959eeec7fff5b6f0cd5238f845801370a3e177b78cf6b3742e02941000bfc199dc62a79ed9a41e19cd275dc2aa9079a51272ec5a10fb4f33bf1a0c335b9dff7b6319b80cca53bb9c9d80dca50abde5a77c0010515b5ee1042fcdf7c995032e945e0cde5741b73f359ca606f39543704ec6d5fc2fa1815329d75abd45452af51b2eb51f5103b6daf6fea0efb0cec3ce2f8675f92acfd76a3d110cdd6809513b37694f6a697de2efef04d01128a8dd48bcd90c1e21d0a286ed612c21ce66f6f2884b71bd3f8963628054b1ed826cbcc195be72d1b6aef1a531ea4557dd92ee2774c3c8a4902b53224c22013afba9e1f1fac83b57a1c351935ef569c8361a4df34d64239c86552f575f1ad74d90cde8be2a93ec1ae92f11cbeae805b1752b32265d4e7b8a68c9ed3fbc00a798ccd5cf21879a64ea2e526fdddd96a45ef71eec8107d5728156d4de2bea9503fff012b6e33b4b814e6ffcabaf34c5005bc628495cea5e3701c3d0feec405327cc741d6409763c040f14ef8c32c8ff73cd6a5cf045052fa8d26b3be483a28a2a08a88f38d3a8ea0802b9fe014028014f0d0d9e354cd2e74139c6bb83244e432fef7b3e3d73439410ee5fcb389b690f41df343d668d2e1dc21d3f9963143213a86b74ed0bd2afece03465fffd68a1127a0cebb02dc3d932314d8506af9a36670450cde70703848daa67748294eafcba8a3085d7d88c435869bedc95e5129c282d2ac6a17ed464fcd68c6a5e3c78cf6a38e0cd091cd04347c4bdc292bd80a1737c312c0cba27cd1c78878b3f26503ff89508390fcdae9eb8d151d5cf4a2bec2e53c26e4b4590297991152455592eaee28df826c5823f7006b8c6cfa560350659eea2bcabc9d9c41749948ceed4503d6687481868bad3746aeac17eeddcfc31fc9fdd1bf517074ee1c8b79c1f48d6437d3bbe01b9998ba7b281770edfacc07bf17c7670af501ee11bee9b55bd16744dd49ac221d2b162fac74c1862b7498ecaddabe14a3893474ef9e5e724eaff3aa457348cc6a671278b2d78213bda58a18b6a3ab27d128bef80138d1f0981ddbb0ce63ed71b099acfa5b734ae3a16f3d4116a668f8bda02e3159a7e03848ae7fb1d8bab58c1c321684ea8f354ce7bcc0c98902d5f671f3334eeb21b75fa42f4e32caa4cbc5a26c250696b17cf94a8af414207da67188c649cd1c27dd098a1d0ca8b36e51c8a4474d41b77fb9037e8f9d9cd9fd711beac55f153f9aae0f5ce6fe31867bd5c37f56a9320e352e0746985ebe3eaaa911c66c17405db69d8c2033ea95091c723098b9063ea429a1c9b719cb98c60d6d2d336b172dd6d8d4f05396fc561184601a59bb16570932be0f797cf3ed60ccbed940c05bdcfa38f1ebb26999a2fab677972accc2035b72d06930717b7035e7dd440c063413fa78ed529e1bd798bc64d439a637e08911b4b59e1ff0b148f101bfce32e917f3d3864ac19641daaf25253595ba9a4868260ae9846370c91828ca52d7bf477a264d95d1f1c7a40243e30328fe93d93dc93a5d222474697919fd250527a1137a721dc42da074f28ad0fe88c1b10996de1f0b3de707c81ba8e363098c5122637b98bdeef9e497008f8e1f36929d9629685c5fe806e0a8ff8cfa68be31369b9fd5e55731e97fc177cf315267bc19eb26e9f1df594b3199d8c9c7accac5d1201c216a9b52dd3954b37869720d03b41426dc27c0a34c53e60373709c99f79e1f93051ff58d536be9f5fced383a7b52905aa1b6b2980efd2b0930066d1f7613255cebdbb692ac4134ce4351c76ac5354f493bb62636420bc71d49aa9fe43e9fe1870e821d83f0c64339bf31f8e7b93b0b61d20c420225255b5a846687aabd3b9d0fe9ce797090260cc2d61a68338e15c75334c5d15742530ae294c2b0e06f8be4b0ce2d548c0c134b6498742849def752e24a4c93b058c51943f1427778e18071e8ebbd97a36853230623cdea127bf19a79db7ac301fff02d3ebdf1b8f1205f7b0ca4351b633e38c9e9f4fd5a3b28e831412359d52bd7fe368bc54d95ac2335af4f3c3932cf3d20e559c93359e3db2d81b6cbbe5b5240ef9c174aa1c7ae6e38d31536162feebed839279ed7f748070340b865e4368c67ad3c2468e5bfcdf68d997e52a322d2636c7daceceffe6575542eeeb3b5d47f185839a513bed640d7f5af384592e659c7c2fd2697215bff6c4524a9462185382eb6f0a262b12d467cb8e6545d53fe3944a72442ea1d84ec7cb080beb7eba5c7839337c0dc4961a93b519f07b2a836171952ae5312de486189877759a98facee62d5b301bfbc360098ee64e52388719ab5064e2dde1e22ffa9c0aecbc0af99234b41bcac2788183187d7a96304b528f39c07aa797ec3be5161452284ec095560647b84097c3a1a61fad7479132ae86f4d0bb9f69bb8633bae5e8f1fc3d168043fee85f934a86cc007ca609fa5ce5b695649fe192cee5daeea65db84d026f383bbec5c4eb23a99ecd5544ef67974356da6603ee597b0bec5114c5f86a771f4baeff556551c75e82bfba115388584475146548dd6fda8ced9e524c4794de3d1b17a35367020f8326d881df4a5fdae3da03f837bf04c2aeddf642061fcb05f4eef13878160f6fb84bcc6624dcd240ce5775d284da1632903f2e3623cca6631e3fb69c75ab3435122e7d3099a450432a677f4bda3ea88cf06f72d8fbb868e93594343d64c5d036704515361ec8842c6b7d9ebe119af5b4eef77a1422be1e83b26dd7c581770a61e30002c65b5e09732fd308774c6e98dece398df6a1772816a089e11073029985e55308fac938149eb683a876f2384652bba3777b93522a875b8d46b4ed371009ffaab0db7e64e3c45b3b4903595d7c9c487875893ab11f0c8d4cbb0f6d66825cfd69ceccd46acca663e1e39c3dac52cb4a74e3f6398c076923a522d355880626b8b4d99f0850948a29677b417e2668c77d0071ab333b42ac0fa55beda13b99f85ebe169dcc34d3164033943453146283db425a3ba680d5f73ec3972c0a0a530ee390edc84d20ca024ca3741411635abb0b137ce433ce0405d4e96030728515236f4a53ca4bb7be23a1f597e596e5b2e7fb57a5a4472257eb880d594d32ffcddc70274b6c53c6953d8c312a0564f9df5bd3c5cc45450edb5d23ab7f0d343e8893d1e3d9508f6fe35910d4854c62dd1316e4b03cd38bc5fd88f216f1306b8b37977f801ac23223711ad8941aca2636bbe9d42f87f7b3a26ea67d1fefc2170d81066aff98f639522213c5f688f3dced0a658ec487daed5bfa7af808e2664b6134a8e22fce9dbdcb94c87df3e7e3300ddc61d51df1fa213c050df601c6ae844e1744577295a1d57ca2dd20e5534c7fb28828c3ca8e180cdf6d1238c86384e3e3ef3382cc4b238eca97d8be9cf7e14755ebd9e0321ce1f815f3f073c660dbb3841b193d472c38d6f50fe815319a009c36cc4557395340965fe71aa820c5c78ca92602dd5675810941e8514cf33593580f2429ebfc9b0dcf24e252452f68ac777cafd717abf4e4267cf04dc6813329706ab08ec28a408c3eb77caf0770cda407a9353ae842f50481db944623ac2ae9240e0bfdff416ea4213f57bdeb61b65df9b1e42ba21cee2303491e04e163c023a30701d18405d266452215b61d709d665b6131807defb56cf038fb8d765a21c35579b508ebd7f9a9b3cb330e9be4777f2731a9935ca0d7e0d66b5713b02a02fa6c54947e50f0201c5924555cd3efdf9254fbc305ed8797f2abb44e114f205d701f4c5c27701a6e8eefd38e218f9791cbad19883acc2cfc027b87d49f1066885d6b6442ce82185726e109d4bc58098e92052b3591453092f4e6630ed76bedec55cbf8f9946dbc7b0b17a79987aeb2740215bff88c2a3aebc2cc2e8998ac211c0442e834840f6422ccc17ca91f7f3704725a1f34068b6eb4fa30e467dd4f6308bf61d1c04f0bea5a90922e5194aecdcfcb24627fd3381879ff4a6f1a35c7913863ff9715a9861b4ad8af913d76ea201c299bbbc0b3f46cf40a53464c09d46cc07762d2f923f506f2008c27f8b744f5bc35071c7cfb4ec584432a8de294c3a6b4485e3e29a581bfcb7185c2e848755fa6cb41fdc5f8f89825fb4560b71e814f8ea250bd1700938d82c01f44cc07393012f5a4ae7590751ca478a684519064e2702382460afd3ef86d0cefb4ca4c9eb8794b90e0b819870af88d63c0b22eff39b48c052cf4fffa184fafab166ade8329ae64a407bf73a4f208f565dcba6d37ca0bfd433e5389d66abc27cca36f61d97ae3b39d3ba1e8f2a3c5f7a3506d4e954303e69c3e526afff8353a5673203c5e338315a7295769abcaeafee07cf4f99bb2afef8eac27c81af2dd86b82b947e3e0682114fd9a725619beeda36c422645d302e870e26252ae6f0c042c61e43e45fff0e47c72f5c174d1441b1f81aad16e5f4693e6b1098e88fa8c157e808ba7d032879925eea84c8ef5cd8008cb9048d9b4558279ba85887de71f6bed4ae3c3eca292b723d8af2a1407302c2fe5debd5e013342c2327b0ea6d07da609ea9f2f000ca2e10ce335ef2e960951ad487b2c0b1f78ca6ccecc6817966faad2e09143b77c52b564519220eb56d5294ef8e50cc59faa98cbf424a228988ee515dcc9bf0a72488de2bc01bf476f96959ff4b1bec31a28756dfe4f462e8db57b4f1d7377e40008e977c208eb8e140db9365fc79f98b0457b4263417ca184cc147d856947b205342d603f23a84532fc8ef3f9e71935aa2efebc3438c5d9b0ba39e4b97a68e57831b934b93c9651eedc61459538042b4710ce14624d0aaeccb7feb1f7d23fb704de06fd462e0a69ac41e78e34f4bf75895bf2d415a1eaa1c9210e8e88937fe903a5ac1fedc7e4cbd3019e6c0aa0f8742bdb05dc347cb78f09c0f67550eeeb66ac603b14958d38c27d9256b636cb34bdc28cc67edd6898981eaee700f3aec5ae0d5b45a3c6480cd17454d5d8b8fa7d9e750557ce30f1958777999bde6162945dcff395f97c3e6e8eef20000000000000000000000000000000000040d11191e26
